legislature,session,member_id
31,1,gravel-raymond-3513
31,1,gregoire-gilles-3519
31,1,lavigne-laurent-4039
31,1,lazure-denis-4051
31,1,levesque-leonard-4217
31,1,mailloux-raymond-4291
31,1,vaillancourt-georges-5671
31,1,ciaccia-john-2577
31,1,leblanc-denise-4073
31,1,leger-marcel-4139
31,1,goldbloom-victor-charles-3469
31,1,burns-robert-2339
31,1,joron-guy-3751
31,1,o-neill-louis-4669
31,1,lavoie-jean-noel-4041
31,1,bellemare-maurice-1989
31,1,garon-jean-3349
31,1,martel-maurice-4355
31,1,landry-bernard-3937
31,1,springate-george-5405
31,1,laplante-patrice-3971
31,1,godin-gerald-3467
31,1,ouellette-jocelyne-4687
31,1,samson-camil-5279
31,1,bedard-marc-andre-1935
31,1,payette-lise-4789
31,1,lamontagne-robert-3927
31,1,lariviere-jean-guy-3993
31,1,proulx-jerome-5003
31,1,de-bellefeuille-pierre-2787
31,1,bordeleau-jean-paul-2177
31,1,richard-clement-5075
31,1,michaud-gilles-4497
31,1,morin-jacques-yvan-4563
31,1,ouellette-adrien-4683
31,1,cuerrier-louise-2723
31,1,charbonneau-jean-pierre-2513
31,1,clair-michel-2583
31,1,baril-jacques-1841
31,1,beausejour-jacques-1921
31,1,bertrand-jean-francois-2051
31,1,biron-rodrigue-2087
31,1,blank-harry-2141
31,1,brassard-jacques-2271
31,1,brochu-yvon-2289
31,1,charron-claude-2525
31,1,chevrette-guy-2555
31,1,de-belleval-denis-2789
31,1,dubois-claude-2969
31,1,duhaime-yves-3017
31,1,dussault-roland-3087
31,1,fallu-elie-3123
31,1,fontaine-serge-3173
31,1,forget-claude-3185
31,1,gagnon-marcel-3323
31,1,garneau-raymond-3347
31,1,gendron-francois-1423
31,1,gosselin-gerard-3477
31,1,goulet-bertrand-3497
31,1,gratton-michel-3511
31,1,johnson-pierre-marc-3721
31,1,lacoste-jean-marc-3853
31,1,leonard-jacques-4175
31,1,marcoux-alain-4337
31,1,marois-pierre-4349
31,1,marquis-leopold-4353
31,1,mercier-jean-guy-4467
31,1,morin-(louis-hebert)-claude-4559
31,1,paquette-gilbert-4747
31,1,rancourt-real-5029
31,1,roy-fabien-5207
31,1,tremblay-rodrigue-5615
31,1,vaillancourt-claude-5669
31,1,vaugeois-denis-5689
31,1,lessard-lucien-4193
31,1,perron-denis-4855
31,1,guay-richard-3537
31,1,jolivet-jean-pierre-3733
31,1,lalonde-fernand-3915
31,1,picotte-yvon-4887
30,4,verreault-richard-5699
30,4,tremblay-jacques-raymond-5603
30,4,simard-claude-5365
30,4,shanks-gerard-5345
30,4,seguin-arthur-ewen-5333
30,4,saint-germain-noel-5249
30,4,quenneville-robert-5011
30,4,picard-fernand-4873
30,4,parent-bernard-4765
30,4,ostiguy-marcel-4673
30,4,masse-jean-gilles-4381
30,4,marchand-andre-4315
30,4,malouin-robert-4307
30,4,malepart-jean-claude-4299
30,4,lachapelle-bernard-3845
30,4,lachance-bernard-3841
30,4,kennedy-george-3779
30,4,houde-fernand-3661
30,4,harvey-ghislain-3607
30,4,faucher-benjamin-3131
30,4,dufour-fernand-2989
30,4,dionne-joseph-omer-2913
30,4,deziel-gerard-2895
30,4,denis-michel-2835
30,4,cornellier-fernand-2651
30,4,caron-lucien-2423
30,4,boudreault-jean-2215
30,4,bonnier-irenee-2171
30,4,bellemare-gilles-1987
30,4,bosse-alfred-2183
30,4,bourassa-robert-2231
30,4,levesque-gerard-d-4211
30,4,page-michel-4695
30,4,pepin-jean-paul-4829
30,4,saindon-zoel-5239
30,4,arsenault-bona-1765
30,4,gallienne-donald-3333
30,4,giasson-julien-3425
30,4,berthiaume-paul-2047
30,4,brown-glendon-pettes-2311
30,4,cadieux-gerard-2345
30,4,fortier-guy-3191
30,4,leduc-guy-4107
30,4,mailloux-raymond-4291
30,4,parent-oswald-4775
30,4,perreault-jean-4849
30,4,saint-hilaire-claude-5251
30,4,vaillancourt-georges-5671
30,4,ciaccia-john-2577
30,4,leger-marcel-4139
30,4,bienvenue-jean-2077
30,4,bacon-guy-1805
30,4,lacroix-louis-philippe-3863
30,4,goldbloom-victor-charles-3469
30,4,burns-robert-2339
30,4,cloutier-francois-2603
30,4,carpentier-prudent-2433
30,4,lavoie-jean-noel-4041
30,4,bellemare-maurice-1989
30,4,tetley-william-5519
30,4,choquette-jerome-2569
30,4,houde-gilles-3663
30,4,springate-george-5405
30,4,mercier-pierre-4471
30,4,massicotte-georges-4383
30,4,samson-camil-5279
30,4,beauregard-jean-marie-1919
30,4,hardy-denis-3595
30,4,l-allier-jean-paul-3913
30,4,bedard-marc-andre-1935
30,4,lamontagne-robert-3927
30,4,berard-marcel-2005
30,4,lariviere-jean-guy-3993
30,4,drummond-thomas-kevin-2963
30,4,saint-pierre-guy-5271
30,4,pilote-roger-4893
30,4,fraser-kenneth-3261
30,4,brisson-aime-2287
30,4,morin-jacques-yvan-4563
30,4,deom-andre-2839
30,4,chagnon-vincent-f-2485
30,4,assad-mark-1771
30,4,bacon-lise-1807
30,4,bedard-marcel-1937
30,4,blank-harry-2141
30,4,boutin-jean-hugues-2257
30,4,charron-claude-2525
30,4,cournoyer-jean-2695
30,4,desjardins-gaston-2867
30,4,forget-claude-3185
30,4,garneau-raymond-3347
30,4,gendron-francois-1423
30,4,gratton-michel-3511
30,4,harvey-andre-3603
30,4,harvey-gerald-3605
30,4,houde-roger-3669
30,4,lafrance-paul-3891
30,4,lapointe-roger-3975
30,4,lecours-henri-4093
30,4,pelletier-jean-marie-4807
30,4,phaneuf-paul-4865
30,4,roy-fabien-5207
30,4,sylvain-denys-5427
30,4,tardif-yves-5465
30,4,toupin-normand-5577
30,4,vallieres-yvon-1659
30,4,veilleux-jacques-5693
30,4,lessard-lucien-4193
30,4,cote-marc-yvan-2669
30,4,lalonde-fernand-3915
30,4,picotte-yvon-4887
30,3,verreault-richard-5699
30,3,tremblay-jacques-raymond-5603
30,3,simard-claude-5365
30,3,shanks-gerard-5345
30,3,seguin-arthur-ewen-5333
30,3,saint-germain-noel-5249
30,3,quenneville-robert-5011
30,3,picard-fernand-4873
30,3,parent-bernard-4765
30,3,ostiguy-marcel-4673
30,3,masse-jean-gilles-4381
30,3,marchand-andre-4315
30,3,malouin-robert-4307
30,3,malepart-jean-claude-4299
30,3,lachapelle-bernard-3845
30,3,lachance-bernard-3841
30,3,kennedy-george-3779
30,3,houde-fernand-3661
30,3,harvey-ghislain-3607
30,3,faucher-benjamin-3131
30,3,dufour-fernand-2989
30,3,dionne-joseph-omer-2913
30,3,deziel-gerard-2895
30,3,denis-michel-2835
30,3,cornellier-fernand-2651
30,3,caron-lucien-2423
30,3,boudreault-jean-2215
30,3,bonnier-irenee-2171
30,3,bellemare-gilles-1987
30,3,bosse-alfred-2183
30,3,bourassa-robert-2231
30,3,levesque-gerard-d-4211
30,3,page-michel-4695
30,3,pepin-jean-paul-4829
30,3,saindon-zoel-5239
30,3,arsenault-bona-1765
30,3,gallienne-donald-3333
30,3,giasson-julien-3425
30,3,berthiaume-paul-2047
30,3,brown-glendon-pettes-2311
30,3,cadieux-gerard-2345
30,3,fortier-guy-3191
30,3,leduc-guy-4107
30,3,mailloux-raymond-4291
30,3,parent-oswald-4775
30,3,perreault-jean-4849
30,3,saint-hilaire-claude-5251
30,3,vaillancourt-georges-5671
30,3,ciaccia-john-2577
30,3,leger-marcel-4139
30,3,bienvenue-jean-2077
30,3,bacon-guy-1805
30,3,lacroix-louis-philippe-3863
30,3,goldbloom-victor-charles-3469
30,3,burns-robert-2339
30,3,cloutier-francois-2603
30,3,carpentier-prudent-2433
30,3,lavoie-jean-noel-4041
30,3,bellemare-maurice-1989
30,3,tetley-william-5519
30,3,choquette-jerome-2569
30,3,houde-gilles-3663
30,3,springate-george-5405
30,3,mercier-pierre-4471
30,3,massicotte-georges-4383
30,3,samson-camil-5279
30,3,beauregard-jean-marie-1919
30,3,hardy-denis-3595
30,3,l-allier-jean-paul-3913
30,3,bedard-marc-andre-1935
30,3,lamontagne-robert-3927
30,3,berard-marcel-2005
30,3,lariviere-jean-guy-3993
30,3,drummond-thomas-kevin-2963
30,3,saint-pierre-guy-5271
30,3,pilote-roger-4893
30,3,fraser-kenneth-3261
30,3,brisson-aime-2287
30,3,morin-jacques-yvan-4563
30,3,deom-andre-2839
30,3,chagnon-vincent-f-2485
30,3,assad-mark-1771
30,3,bacon-lise-1807
30,3,bedard-marcel-1937
30,3,blank-harry-2141
30,3,boutin-jean-hugues-2257
30,3,charron-claude-2525
30,3,cournoyer-jean-2695
30,3,desjardins-gaston-2867
30,3,forget-claude-3185
30,3,garneau-raymond-3347
30,3,gendron-francois-1423
30,3,gratton-michel-3511
30,3,harvey-andre-3603
30,3,harvey-gerald-3605
30,3,houde-roger-3669
30,3,lafrance-paul-3891
30,3,lapointe-roger-3975
30,3,lecours-henri-4093
30,3,pelletier-jean-marie-4807
30,3,phaneuf-paul-4865
30,3,roy-fabien-5207
30,3,sylvain-denys-5427
30,3,tardif-yves-5465
30,3,toupin-normand-5577
30,3,vallieres-yvon-1659
30,3,veilleux-jacques-5693
30,3,lessard-lucien-4193
30,3,cote-marc-yvan-2669
30,3,lalonde-fernand-3915
30,3,picotte-yvon-4887
30,2,verreault-richard-5699
30,2,tremblay-jacques-raymond-5603
30,2,simard-claude-5365
30,2,shanks-gerard-5345
30,2,seguin-arthur-ewen-5333
30,2,saint-germain-noel-5249
30,2,quenneville-robert-5011
30,2,picard-fernand-4873
30,2,parent-bernard-4765
30,2,ostiguy-marcel-4673
30,2,masse-jean-gilles-4381
30,2,marchand-andre-4315
30,2,malouin-robert-4307
30,2,malepart-jean-claude-4299
30,2,lachapelle-bernard-3845
30,2,lachance-bernard-3841
30,2,kennedy-george-3779
30,2,houde-fernand-3661
30,2,harvey-ghislain-3607
30,2,faucher-benjamin-3131
30,2,dufour-fernand-2989
30,2,dionne-joseph-omer-2913
30,2,deziel-gerard-2895
30,2,denis-michel-2835
30,2,cornellier-fernand-2651
30,2,caron-lucien-2423
30,2,boudreault-jean-2215
30,2,bonnier-irenee-2171
30,2,bellemare-gilles-1987
30,2,bosse-alfred-2183
30,2,bourassa-robert-2231
30,2,levesque-gerard-d-4211
30,2,page-michel-4695
30,2,pepin-jean-paul-4829
30,2,saindon-zoel-5239
30,2,arsenault-bona-1765
30,2,gallienne-donald-3333
30,2,giasson-julien-3425
30,2,berthiaume-paul-2047
30,2,brown-glendon-pettes-2311
30,2,cadieux-gerard-2345
30,2,fortier-guy-3191
30,2,leduc-guy-4107
30,2,mailloux-raymond-4291
30,2,parent-oswald-4775
30,2,perreault-jean-4849
30,2,saint-hilaire-claude-5251
30,2,vaillancourt-georges-5671
30,2,ciaccia-john-2577
30,2,leger-marcel-4139
30,2,bienvenue-jean-2077
30,2,bacon-guy-1805
30,2,lacroix-louis-philippe-3863
30,2,goldbloom-victor-charles-3469
30,2,burns-robert-2339
30,2,cloutier-francois-2603
30,2,carpentier-prudent-2433
30,2,lavoie-jean-noel-4041
30,2,bellemare-maurice-1989
30,2,tetley-william-5519
30,2,choquette-jerome-2569
30,2,houde-gilles-3663
30,2,springate-george-5405
30,2,mercier-pierre-4471
30,2,massicotte-georges-4383
30,2,samson-camil-5279
30,2,beauregard-jean-marie-1919
30,2,hardy-denis-3595
30,2,l-allier-jean-paul-3913
30,2,bedard-marc-andre-1935
30,2,lamontagne-robert-3927
30,2,berard-marcel-2005
30,2,lariviere-jean-guy-3993
30,2,drummond-thomas-kevin-2963
30,2,saint-pierre-guy-5271
30,2,pilote-roger-4893
30,2,fraser-kenneth-3261
30,2,brisson-aime-2287
30,2,morin-jacques-yvan-4563
30,2,deom-andre-2839
30,2,chagnon-vincent-f-2485
30,2,assad-mark-1771
30,2,bacon-lise-1807
30,2,bedard-marcel-1937
30,2,blank-harry-2141
30,2,boutin-jean-claude-2255
30,2,boutin-jean-hugues-2257
30,2,charron-claude-2525
30,2,cournoyer-jean-2695
30,2,desjardins-gaston-2867
30,2,forget-claude-3185
30,2,garneau-raymond-3347
30,2,gratton-michel-3511
30,2,harvey-andre-3603
30,2,harvey-gerald-3605
30,2,houde-roger-3669
30,2,lafrance-paul-3891
30,2,lapointe-roger-3975
30,2,lecours-henri-4093
30,2,pelletier-jean-marie-4807
30,2,phaneuf-paul-4865
30,2,roy-fabien-5207
30,2,sylvain-denys-5427
30,2,tardif-yves-5465
30,2,toupin-normand-5577
30,2,vallieres-yvon-1659
30,2,veilleux-jacques-5693
30,2,lessard-lucien-4193
30,2,cote-marc-yvan-2669
30,2,lalonde-fernand-3915
30,2,picotte-yvon-4887
30,1,verreault-richard-5699
30,1,tremblay-jacques-raymond-5603
30,1,simard-claude-5365
30,1,shanks-gerard-5345
30,1,seguin-arthur-ewen-5333
30,1,saint-germain-noel-5249
30,1,quenneville-robert-5011
30,1,picard-fernand-4873
30,1,parent-bernard-4765
30,1,ostiguy-marcel-4673
30,1,masse-jean-gilles-4381
30,1,marchand-andre-4315
30,1,malouin-robert-4307
30,1,malepart-jean-claude-4299
30,1,lachapelle-bernard-3845
30,1,lachance-bernard-3841
30,1,kennedy-george-3779
30,1,houde-fernand-3661
30,1,harvey-ghislain-3607
30,1,faucher-benjamin-3131
30,1,dufour-fernand-2989
30,1,dionne-joseph-omer-2913
30,1,deziel-gerard-2895
30,1,denis-michel-2835
30,1,cornellier-fernand-2651
30,1,caron-lucien-2423
30,1,boudreault-jean-2215
30,1,bonnier-irenee-2171
30,1,bellemare-gilles-1987
30,1,bosse-alfred-2183
30,1,bourassa-robert-2231
30,1,levesque-gerard-d-4211
30,1,page-michel-4695
30,1,pepin-jean-paul-4829
30,1,saindon-zoel-5239
30,1,arsenault-bona-1765
30,1,gallienne-donald-3333
30,1,giasson-julien-3425
30,1,berthiaume-paul-2047
30,1,brown-glendon-pettes-2311
30,1,cadieux-gerard-2345
30,1,fortier-guy-3191
30,1,leduc-guy-4107
30,1,mailloux-raymond-4291
30,1,parent-oswald-4775
30,1,perreault-jean-4849
30,1,saint-hilaire-claude-5251
30,1,vaillancourt-georges-5671
30,1,ciaccia-john-2577
30,1,leger-marcel-4139
30,1,bienvenue-jean-2077
30,1,bacon-guy-1805
30,1,lacroix-louis-philippe-3863
30,1,goldbloom-victor-charles-3469
30,1,burns-robert-2339
30,1,cloutier-francois-2603
30,1,carpentier-prudent-2433
30,1,lavoie-jean-noel-4041
30,1,tetley-william-5519
30,1,choquette-jerome-2569
30,1,houde-gilles-3663
30,1,springate-george-5405
30,1,mercier-pierre-4471
30,1,massicotte-georges-4383
30,1,samson-camil-5279
30,1,beauregard-jean-marie-1919
30,1,hardy-denis-3595
30,1,l-allier-jean-paul-3913
30,1,bedard-marc-andre-1935
30,1,lamontagne-robert-3927
30,1,berard-marcel-2005
30,1,lariviere-jean-guy-3993
30,1,drummond-thomas-kevin-2963
30,1,saint-pierre-guy-5271
30,1,pilote-roger-4893
30,1,fraser-kenneth-3261
30,1,brisson-aime-2287
30,1,morin-jacques-yvan-4563
30,1,deom-andre-2839
30,1,chagnon-vincent-f-2485
30,1,assad-mark-1771
30,1,bacon-lise-1807
30,1,bedard-marcel-1937
30,1,blank-harry-2141
30,1,boutin-jean-claude-2255
30,1,boutin-jean-hugues-2257
30,1,charron-claude-2525
30,1,cournoyer-jean-2695
30,1,desjardins-gaston-2867
30,1,forget-claude-3185
30,1,garneau-raymond-3347
30,1,gratton-michel-3511
30,1,harvey-andre-3603
30,1,harvey-gerald-3605
30,1,houde-roger-3669
30,1,lafrance-paul-3891
30,1,lapointe-roger-3975
30,1,lecours-henri-4093
30,1,pelletier-jean-marie-4807
30,1,phaneuf-paul-4865
30,1,roy-fabien-5207
30,1,sylvain-denys-5427
30,1,tardif-yves-5465
30,1,toupin-normand-5577
30,1,vallieres-yvon-1659
30,1,veilleux-jacques-5693
30,1,lessard-lucien-4193
30,1,cote-marc-yvan-2669
30,1,lalonde-fernand-3915
30,1,picotte-yvon-4887
29,4,tremblay-charles-henri-5593
29,4,simard-montcalm-5373
29,4,simard-claude-5365
29,4,shanks-gerard-5345
29,4,seguin-arthur-ewen-5333
29,4,saint-germain-noel-5249
29,4,russell-armand-5229
29,4,roy-joseph-aurelien-5211
29,4,quenneville-robert-5011
29,4,picard-fernand-4873
29,4,pearson-leo-4793
29,4,paul-remi-4787
29,4,ostiguy-marcel-4673
29,4,masse-jean-gilles-4381
29,4,marchand-andre-4315
29,4,kennedy-george-3779
29,4,houde-fernand-3661
29,4,faucher-benjamin-3131
29,4,dumont-bernard-3037
29,4,dionne-joseph-omer-2913
29,4,croisetiere-alfred-2719
29,4,cornellier-fernand-2651
29,4,caron-lucien-2423
29,4,bois-armand-2155
29,4,vezina-louis-5701
29,4,bosse-alfred-2183
29,4,boivin-roch-2167
29,4,bourassa-robert-2231
29,4,cardinal-jean-guy-2383
29,4,laurin-camille-4031
29,4,levesque-gerard-d-4211
29,4,pepin-jean-paul-4829
29,4,saindon-zoel-5239
29,4,arsenault-bona-1765
29,4,gallienne-donald-3333
29,4,giasson-julien-3425
29,4,lafontaine-fernand-joseph-3877
29,4,berthiaume-paul-2047
29,4,brown-glendon-pettes-2311
29,4,cadieux-gerard-2345
29,4,demers-philippe-2829
29,4,fortier-guy-3191
29,4,gauthier-guy-3369
29,4,lavoie-rene-4043
29,4,leduc-guy-4107
29,4,mailloux-raymond-4291
29,4,parent-oswald-4775
29,4,perreault-jean-4849
29,4,theberge-gilbert-roland-5533
29,4,vaillancourt-georges-5671
29,4,leger-marcel-4139
29,4,tremblay-georges-emery-5597
29,4,bienvenue-jean-2077
29,4,bacon-guy-1805
29,4,lacroix-louis-philippe-3863
29,4,gagnon-francois-3315
29,4,goldbloom-victor-charles-3469
29,4,burns-robert-2339
29,4,cloutier-francois-2603
29,4,joron-guy-3751
29,4,carpentier-prudent-2433
29,4,pinard-bernard-4895
29,4,cloutier-jean-paul-2605
29,4,lavoie-jean-noel-4041
29,4,tremblay-jean-noel-5605
29,4,audet-aurele-1779
29,4,tetley-william-5519
29,4,masse-marcel-4379
29,4,vincent-clement-5723
29,4,choquette-jerome-2569
29,4,houde-gilles-3663
29,4,springate-george-5405
29,4,castonguay-claude-2465
29,4,samson-camil-5279
29,4,hardy-denis-3595
29,4,l-allier-jean-paul-3913
29,4,lamontagne-robert-3927
29,4,lariviere-jean-guy-3993
29,4,drummond-thomas-kevin-2963
29,4,saint-pierre-guy-5271
29,4,pilote-roger-4893
29,4,fraser-kenneth-3261
29,4,brisson-aime-2287
29,4,tessier-maurice-5513
29,4,assad-mark-1771
29,4,beland-jean-louis-1957
29,4,blank-harry-2141
29,4,brochu-yvon-2289
29,4,charron-claude-2525
29,4,cournoyer-jean-2695
29,4,garneau-raymond-3347
29,4,gratton-michel-3511
29,4,guay-florian-3533
29,4,harvey-andre-3603
29,4,harvey-gerald-3605
29,4,lafrance-paul-3891
29,4,latulippe-paul-andre-4021
29,4,loubier-gabriel-4255
29,4,pelletier-jean-marie-4807
29,4,phaneuf-paul-4865
29,4,roy-fabien-5207
29,4,tetrault-ronald-5521
29,4,toupin-normand-5577
29,4,veilleux-jacques-5693
29,4,lessard-lucien-4193
29,4,drolet-antoine-2947
29,3,kirkland-casgrain-claire-3799
29,3,simard-montcalm-5373
29,3,simard-claude-5365
29,3,shanks-gerard-5345
29,3,seguin-arthur-ewen-5333
29,3,saint-germain-noel-5249
29,3,russell-armand-5229
29,3,roy-joseph-aurelien-5211
29,3,quenneville-robert-5011
29,3,picard-fernand-4873
29,3,pearson-leo-4793
29,3,paul-remi-4787
29,3,ostiguy-marcel-4673
29,3,masse-jean-gilles-4381
29,3,marchand-andre-4315
29,3,kennedy-george-3779
29,3,houde-fernand-3661
29,3,fournier-roy-3235
29,3,faucher-benjamin-3131
29,3,dumont-bernard-3037
29,3,dionne-joseph-omer-2913
29,3,croisetiere-alfred-2719
29,3,cornellier-fernand-2651
29,3,caron-lucien-2423
29,3,bois-armand-2155
29,3,vezina-louis-5701
29,3,bosse-alfred-2183
29,3,boivin-roch-2167
29,3,bourassa-robert-2231
29,3,cardinal-jean-guy-2383
29,3,laurin-camille-4031
29,3,levesque-gerard-d-4211
29,3,pepin-jean-paul-4829
29,3,saindon-zoel-5239
29,3,arsenault-bona-1765
29,3,gallienne-donald-3333
29,3,giasson-julien-3425
29,3,lafontaine-fernand-joseph-3877
29,3,berthiaume-paul-2047
29,3,brown-glendon-pettes-2311
29,3,cadieux-gerard-2345
29,3,coiteux-henri-laurier-2621
29,3,demers-philippe-2829
29,3,fortier-guy-3191
29,3,gauthier-guy-3369
29,3,lavoie-rene-4043
29,3,leduc-guy-4107
29,3,mailloux-raymond-4291
29,3,parent-oswald-4775
29,3,perreault-jean-4849
29,3,theberge-gilbert-roland-5533
29,3,vaillancourt-georges-5671
29,3,leger-marcel-4139
29,3,tremblay-georges-emery-5597
29,3,bienvenue-jean-2077
29,3,bacon-guy-1805
29,3,lacroix-louis-philippe-3863
29,3,gagnon-francois-3315
29,3,goldbloom-victor-charles-3469
29,3,burns-robert-2339
29,3,cloutier-francois-2603
29,3,joron-guy-3751
29,3,carpentier-prudent-2433
29,3,pinard-bernard-4895
29,3,bertrand-jean-jacques-2053
29,3,cloutier-jean-paul-2605
29,3,lavoie-jean-noel-4041
29,3,tremblay-jean-noel-5605
29,3,audet-aurele-1779
29,3,tetley-william-5519
29,3,masse-marcel-4379
29,3,vincent-clement-5723
29,3,choquette-jerome-2569
29,3,houde-gilles-3663
29,3,springate-george-5405
29,3,tremblay-charles-henri-5593
29,3,castonguay-claude-2465
29,3,samson-camil-5279
29,3,hardy-denis-3595
29,3,l-allier-jean-paul-3913
29,3,lamontagne-robert-3927
29,3,lariviere-jean-guy-3993
29,3,drummond-thomas-kevin-2963
29,3,saint-pierre-guy-5271
29,3,pilote-roger-4893
29,3,fraser-kenneth-3261
29,3,brisson-aime-2287
29,3,tessier-maurice-5513
29,3,assad-mark-1771
29,3,beland-jean-louis-1957
29,3,blank-harry-2141
29,3,brochu-yvon-2289
29,3,charron-claude-2525
29,3,cournoyer-jean-2695
29,3,garneau-raymond-3347
29,3,gratton-michel-3511
29,3,guay-florian-3533
29,3,harvey-andre-3603
29,3,harvey-gerald-3605
29,3,lafrance-paul-3891
29,3,latulippe-paul-andre-4021
29,3,loubier-gabriel-4255
29,3,pelletier-jean-marie-4807
29,3,phaneuf-paul-4865
29,3,roy-fabien-5207
29,3,tetrault-ronald-5521
29,3,toupin-normand-5577
29,3,veilleux-jacques-5693
29,3,lessard-lucien-4193
29,3,drolet-antoine-2947
29,2,kirkland-casgrain-claire-3799
29,2,simard-montcalm-5373
29,2,simard-claude-5365
29,2,shanks-gerard-5345
29,2,seguin-arthur-ewen-5333
29,2,saint-germain-noel-5249
29,2,russell-armand-5229
29,2,roy-joseph-aurelien-5211
29,2,quenneville-robert-5011
29,2,picard-fernand-4873
29,2,pearson-leo-4793
29,2,paul-remi-4787
29,2,ostiguy-marcel-4673
29,2,masse-jean-gilles-4381
29,2,marchand-andre-4315
29,2,kennedy-george-3779
29,2,houde-fernand-3661
29,2,fournier-roy-3235
29,2,faucher-benjamin-3131
29,2,dumont-bernard-3037
29,2,dionne-joseph-omer-2913
29,2,croisetiere-alfred-2719
29,2,cornellier-fernand-2651
29,2,caron-lucien-2423
29,2,bois-armand-2155
29,2,vezina-louis-5701
29,2,bosse-alfred-2183
29,2,boivin-roch-2167
29,2,bourassa-robert-2231
29,2,cardinal-jean-guy-2383
29,2,laurin-camille-4031
29,2,levesque-gerard-d-4211
29,2,pepin-jean-paul-4829
29,2,saindon-zoel-5239
29,2,arsenault-bona-1765
29,2,giasson-julien-3425
29,2,lafontaine-fernand-joseph-3877
29,2,berthiaume-paul-2047
29,2,brown-glendon-pettes-2311
29,2,cadieux-gerard-2345
29,2,coiteux-henri-laurier-2621
29,2,demers-philippe-2829
29,2,fortier-guy-3191
29,2,gauthier-guy-3369
29,2,lavoie-rene-4043
29,2,leduc-guy-4107
29,2,mailloux-raymond-4291
29,2,parent-oswald-4775
29,2,perreault-jean-4849
29,2,theberge-gilbert-roland-5533
29,2,vaillancourt-georges-5671
29,2,leger-marcel-4139
29,2,tremblay-georges-emery-5597
29,2,bienvenue-jean-2077
29,2,bacon-guy-1805
29,2,lacroix-louis-philippe-3863
29,2,gagnon-francois-3315
29,2,goldbloom-victor-charles-3469
29,2,burns-robert-2339
29,2,cloutier-francois-2603
29,2,joron-guy-3751
29,2,carpentier-prudent-2433
29,2,pinard-bernard-4895
29,2,bertrand-jean-jacques-2053
29,2,cloutier-jean-paul-2605
29,2,lavoie-jean-noel-4041
29,2,tremblay-jean-noel-5605
29,2,audet-aurele-1779
29,2,tetley-william-5519
29,2,masse-marcel-4379
29,2,vincent-clement-5723
29,2,choquette-jerome-2569
29,2,houde-gilles-3663
29,2,springate-george-5405
29,2,tremblay-charles-henri-5593
29,2,castonguay-claude-2465
29,2,samson-camil-5279
29,2,hardy-denis-3595
29,2,l-allier-jean-paul-3913
29,2,lamontagne-robert-3927
29,2,lariviere-jean-guy-3993
29,2,drummond-thomas-kevin-2963
29,2,saint-pierre-guy-5271
29,2,pilote-roger-4893
29,2,fraser-kenneth-3261
29,2,brisson-aime-2287
29,2,tessier-maurice-5513
29,2,assad-mark-1771
29,2,beland-jean-louis-1957
29,2,blank-harry-2141
29,2,brochu-yvon-2289
29,2,charron-claude-2525
29,2,cournoyer-jean-2695
29,2,garneau-raymond-3347
29,2,guay-florian-3533
29,2,harvey-andre-3603
29,2,harvey-gerald-3605
29,2,lafrance-paul-3891
29,2,latulippe-paul-andre-4021
29,2,loubier-gabriel-4255
29,2,pelletier-jean-marie-4807
29,2,phaneuf-paul-4865
29,2,roy-fabien-5207
29,2,tetrault-ronald-5521
29,2,toupin-normand-5577
29,2,veilleux-jacques-5693
29,2,lessard-lucien-4193
29,2,drolet-antoine-2947
29,1,kirkland-casgrain-claire-3799
29,1,simard-montcalm-5373
29,1,simard-claude-5365
29,1,shanks-gerard-5345
29,1,seguin-arthur-ewen-5333
29,1,saint-germain-noel-5249
29,1,russell-armand-5229
29,1,roy-joseph-aurelien-5211
29,1,quenneville-robert-5011
29,1,picard-fernand-4873
29,1,pearson-leo-4793
29,1,paul-remi-4787
29,1,ostiguy-marcel-4673
29,1,masse-jean-gilles-4381
29,1,marchand-andre-4315
29,1,kennedy-george-3779
29,1,houde-fernand-3661
29,1,fournier-roy-3235
29,1,faucher-benjamin-3131
29,1,dumont-bernard-3037
29,1,dionne-joseph-omer-2913
29,1,croisetiere-alfred-2719
29,1,cornellier-fernand-2651
29,1,caron-lucien-2423
29,1,bois-armand-2155
29,1,vezina-louis-5701
29,1,bosse-alfred-2183
29,1,boivin-roch-2167
29,1,bourassa-robert-2231
29,1,cardinal-jean-guy-2383
29,1,laurin-camille-4031
29,1,levesque-gerard-d-4211
29,1,pepin-jean-paul-4829
29,1,saindon-zoel-5239
29,1,arsenault-bona-1765
29,1,giasson-julien-3425
29,1,lafontaine-fernand-joseph-3877
29,1,berthiaume-paul-2047
29,1,brown-glendon-pettes-2311
29,1,cadieux-gerard-2345
29,1,coiteux-henri-laurier-2621
29,1,demers-philippe-2829
29,1,fortier-guy-3191
29,1,gauthier-guy-3369
29,1,lavoie-rene-4043
29,1,leduc-guy-4107
29,1,mailloux-raymond-4291
29,1,parent-oswald-4775
29,1,perreault-jean-4849
29,1,theberge-gilbert-roland-5533
29,1,vaillancourt-georges-5671
29,1,leger-marcel-4139
29,1,laporte-pierre-3983
29,1,tremblay-georges-emery-5597
29,1,bienvenue-jean-2077
29,1,bacon-guy-1805
29,1,lacroix-louis-philippe-3863
29,1,gagnon-francois-3315
29,1,goldbloom-victor-charles-3469
29,1,burns-robert-2339
