id,first_name,last_name,note,assnat_url,wikidata_id
cholette-hilaire-2561,Hilaire,Cholette,,https://www.assnat.qc.ca/fr/deputes/cholette-hilaire-2561/index.html,Q5760728
cholette-roch-2563,Roch,Cholette,,https://www.assnat.qc.ca/fr/deputes/cholette-roch-2563/index.html,Q3437470
choquette-ernest-107,Ernest,Choquette,,https://www.assnat.qc.ca/fr/patrimoine/anciens-parlementaires/choquette-ernest-107.html,Q3056894
choquette-fernand-2565,Fernand,Choquette,,https://www.assnat.qc.ca/fr/deputes/choquette-fernand-2565/index.html,Q3069088
choquette-hector-2567,Hector,Choquette,,https://www.assnat.qc.ca/fr/deputes/choquette-hector-2567/index.html,Q5696615
choquette-jerome-2569,Jérôme,Choquette,,https://www.assnat.qc.ca/fr/deputes/choquette-jerome-2569/index.html,Q3190853
chouinard-alexandre-2571,Alexandre,Chouinard,,https://www.assnat.qc.ca/fr/deputes/chouinard-alexandre-2571/index.html,Q16889594
christie-robert-2573,Robert,Christie,,https://www.assnat.qc.ca/fr/deputes/christie-robert-2573/index.html,Q3434800
christie-william-plenderleath-109,William Plenderleath,Christie,,https://www.assnat.qc.ca/fr/patrimoine/anciens-parlementaires/christie-william-plenderleath-109.html,
church-levi-ruggles-2575,Levi Ruggles,Church,,https://www.assnat.qc.ca/fr/deputes/church-levi-ruggles-2575/index.html,Q6535500
ciaccia-john-2577,John,Ciaccia,,https://www.assnat.qc.ca/fr/deputes/ciaccia-john-2577/index.html,Q3181232
ciccone-enrico-17943,Enrico,Ciccone,,https://www.assnat.qc.ca/fr/deputes/ciccone-enrico-17943/index.html,Q452677
cimon-andre-2579,André,Cimon,,https://www.assnat.qc.ca/fr/deputes/cimon-andre-2579/index.html,Q4759853
cimon-cleophe-2581,Cléophe,Cimon,,https://www.assnat.qc.ca/fr/deputes/cimon-cleophe-2581/index.html,Q5137295
clair-michel-2583,Michel,Clair,,https://www.assnat.qc.ca/fr/deputes/clair-michel-2583/index.html,Q6836338
clapham-john-greaves-2585,John Greaves,Clapham,,https://www.assnat.qc.ca/fr/deputes/clapham-john-greaves-2585/index.html,Q6236137
clapperton-william-henry-2587,William Henry,Clapperton,,https://www.assnat.qc.ca/fr/deputes/clapperton-william-henry-2587/index.html,Q8011934
clarke-alured-111,Alured,Clarke,,https://www.assnat.qc.ca/fr/patrimoine/anciens-parlementaires/clarke-alured-111.html,Q2614047
claveau-christian-2589,Christian,Claveau,,https://www.assnat.qc.ca/fr/deputes/claveau-christian-2589/index.html,Q59783453
claveau-jean-marie-12195,Jean-Marie,Claveau,,https://www.assnat.qc.ca/fr/deputes/claveau-jean-marie-12195/index.html,Q6169599
clement-leon-charles-2591,Léon-Charles,Clément,,https://www.assnat.qc.ca/fr/deputes/clement-leon-charles-2591/index.html,Q16063122
clendinneng-william-c-2593,William C.,Clendinneng,,https://www.assnat.qc.ca/fr/deputes/clendinneng-william-c-2593/index.html,Q8006274
clermont-maurice-5809,Maurice,Clermont,,https://www.assnat.qc.ca/fr/deputes/clermont-maurice-5809/index.html,Q3300584
cliche-david-2595,David,Cliche,,https://www.assnat.qc.ca/fr/deputes/cliche-david-2595/index.html,Q3017672
cliche-lucien-2597,Lucien,Cliche,,https://www.assnat.qc.ca/fr/deputes/cliche-lucien-2597/index.html,Q3265431
cliche-rivard-guillaume-19593,Guillaume,Cliche-Rivard,,https://www.assnat.qc.ca/fr/deputes/cliche-rivard-guillaume-19593/index.html,Q117117799
cliche-vital-2599,Vital,Cliche,,https://www.assnat.qc.ca/fr/deputes/cliche-vital-2599/index.html,Q6362419
clitherow-john-113,John,Clitherow,,https://www.assnat.qc.ca/fr/patrimoine/anciens-parlementaires/clitherow-john-113.html,Q6226399
clouet-michel-2601,Michel,Clouet,,https://www.assnat.qc.ca/fr/deputes/clouet-michel-2601/index.html,Q6836341
cloutier-alexandre-1077,Alexandre,Cloutier,,https://www.assnat.qc.ca/fr/deputes/cloutier-alexandre-1077/index.html,Q518024
cloutier-francois-2603,François,Cloutier,,https://www.assnat.qc.ca/fr/deputes/cloutier-francois-2603/index.html,Q10465614
cloutier-jean-paul-2605,Jean-Paul,Cloutier,,https://www.assnat.qc.ca/fr/deputes/cloutier-jean-paul-2605/index.html,Q6169760
cloutier-maurice-2607,Maurice,Cloutier,,https://www.assnat.qc.ca/fr/deputes/cloutier-maurice-2607/index.html,Q59783454
cochrane-james-2609,James,Cochrane,,https://www.assnat.qc.ca/fr/deputes/cochrane-james-2609/index.html,Q3160989
cockburn-james-2611,James,Cockburn,,https://www.assnat.qc.ca/fr/deputes/cockburn-james-2611/index.html,Q6131526
coffin-nathaniel-2613,Nathaniel,Coffin,,https://www.assnat.qc.ca/fr/deputes/coffin-nathaniel-2613/index.html,Q6969545
coffin-thomas-2615,Thomas,Coffin,,https://www.assnat.qc.ca/fr/deputes/coffin-thomas-2615/index.html,Q7788508
cohen-joseph-2617,Joseph,Cohen,,https://www.assnat.qc.ca/fr/deputes/cohen-joseph-2617/index.html,Q6282188
coiteux-frederic-2619,Frédéric,Coiteux,,https://www.assnat.qc.ca/fr/deputes/coiteux-frederic-2619/index.html,Q59783456
coiteux-henri-laurier-2621,Henri-Laurier,Coiteux,,https://www.assnat.qc.ca/fr/deputes/coiteux-henri-laurier-2621/index.html,Q30728531
coiteux-martin-15443,Martin,Coiteux,,https://www.assnat.qc.ca/fr/deputes/coiteux-martin-15443/index.html,Q16728132
colborne-john-115,John,Colborne,,https://www.assnat.qc.ca/fr/patrimoine/anciens-parlementaires/colborne-john-115.html,Q335402
colby-moses-french-2623,Moses French,Colby,,https://www.assnat.qc.ca/fr/deputes/colby-moses-french-2623/index.html,Q6915773
collard-lucien-2625,Lucien,Collard,,https://www.assnat.qc.ca/fr/deputes/collard-lucien-2625/index.html,Q30727062
collins-john-117,John,Collins,,https://www.assnat.qc.ca/fr/patrimoine/anciens-parlementaires/collins-john-117.html,Q85771445
colvile-eden-2627,Eden,Colvile,,https://www.assnat.qc.ca/fr/deputes/colvile-eden-2627/index.html,Q5336832
comeau-joseph-jean-leopold-2629,Joseph-Jean-Léopold,Comeau,,https://www.assnat.qc.ca/fr/deputes/comeau-joseph-jean-leopold-2629/index.html,Q59780048
comtois-paul-119,Paul,Comtois,,https://www.assnat.qc.ca/fr/patrimoine/anciens-parlementaires/comtois-paul-119.html,Q1302823
connors-francis-lawrence-2631,Francis Lawrence,Connors,,https://www.assnat.qc.ca/fr/deputes/connors-francis-lawrence-2631/index.html,Q3081544
conroy-bernard-augustin-2633,Bernard-Augustin,Conroy,,https://www.assnat.qc.ca/fr/deputes/conroy-bernard-augustin-2633/index.html,Q4892863
cooke-alanson-2635,Alanson,Cooke,,https://www.assnat.qc.ca/fr/deputes/cooke-alanson-2635/index.html,Q4708283
cooke-joseph-peter-2637,Joseph Peter,Cooke,,https://www.assnat.qc.ca/fr/deputes/cooke-joseph-peter-2637/index.html,Q6286200
cooke-richard-stanislas-2639,Richard-Stanislas,Cooke,,https://www.assnat.qc.ca/fr/deputes/cooke-richard-stanislas-2639/index.html,Q3430440
coonan-thomas-joseph-2641,Thomas Joseph,Coonan,,https://www.assnat.qc.ca/fr/deputes/coonan-thomas-joseph-2641/index.html,Q59783457
copeman-russell-2643,Russell,Copeman,,https://www.assnat.qc.ca/fr/deputes/copeman-russell-2643/index.html,Q3453452
corbeil-pierre-1107,Pierre,Corbeil,,https://www.assnat.qc.ca/fr/deputes/corbeil-pierre-1107/index.html,Q3384514
cordeau-fabien-2645,Fabien,Cordeau,,https://www.assnat.qc.ca/fr/deputes/cordeau-fabien-2645/index.html,Q5427746
cormier-charles-121,Charles,Cormier,,https://www.assnat.qc.ca/fr/patrimoine/anciens-parlementaires/cormier-charles-121.html,Q5076475
cormier-napoleon-charles-123,Napoléon-Charles,Cormier,,https://www.assnat.qc.ca/fr/patrimoine/anciens-parlementaires/cormier-napoleon-charles-123.html,Q19955627
cormier-narcisse-edouard-2647,Narcisse-Édouard,Cormier,,https://www.assnat.qc.ca/fr/deputes/cormier-narcisse-edouard-2647/index.html,Q6965633
corneau-francois-2649,François,Corneau,,https://www.assnat.qc.ca/fr/deputes/corneau-francois-2649/index.html,Q59783458
cornellier-fernand-2651,Fernand,Cornellier,,https://www.assnat.qc.ca/fr/deputes/cornellier-fernand-2651/index.html,Q59783459
cornellier-hippolite-2653,Hippolite,Cornellier,,https://www.assnat.qc.ca/fr/deputes/cornellier-hippolite-2653/index.html,Q5768481
corriveau-francois-5787,François,Corriveau,,https://www.assnat.qc.ca/fr/deputes/corriveau-francois-5787/index.html,Q3084311
cossette-philippe-2655,Philippe,Cossette,,https://www.assnat.qc.ca/fr/deputes/cossette-philippe-2655/index.html,Q59783460
cote-albert-2657,Albert,Côté,,https://www.assnat.qc.ca/fr/deputes/cote-albert-2657/index.html,Q16262985
cote-camille-2659,Camille,Côté,,https://www.assnat.qc.ca/fr/deputes/cote-camille-2659/index.html,Q5026634
cote-charles-eugene-2661,Charles-Eugène,Côté,,https://www.assnat.qc.ca/fr/deputes/cote-charles-eugene-2661/index.html,Q59783461
cote-cyrille-hector-octave-2663,Cyrille-Hector-Octave,Côté,,https://www.assnat.qc.ca/fr/deputes/cote-cyrille-hector-octave-2663/index.html,Q5200946
cote-david-2665,David,Côté,,https://www.assnat.qc.ca/fr/deputes/cote-david-2665/index.html,Q5232750
cote-jacques-2667,Jacques,Côté,,https://www.assnat.qc.ca/fr/deputes/cote-jacques-2667/index.html,Q3158614
cote-jean-pierre-125,Jean-Pierre,Côté,,https://www.assnat.qc.ca/fr/patrimoine/anciens-parlementaires/cote-jean-pierre-125.html,Q1677284
cote-marc-yvan-2669,Marc-Yvan,Côté,,https://www.assnat.qc.ca/fr/deputes/cote-marc-yvan-2669/index.html,Q6755326
cote-michel-2671,Michel,Côté,,https://www.assnat.qc.ca/fr/deputes/cote-michel-2671/index.html,Q6836353
cote-omer-2673,Omer,Côté,,https://www.assnat.qc.ca/fr/deputes/cote-omer-2673/index.html,Q3351999
cote-onesime-2675,Onésime,Côté,,https://www.assnat.qc.ca/fr/deputes/cote-onesime-2675/index.html,Q7095214
cote-pierre-emile-2677,Pierre-Émile,Côté,,https://www.assnat.qc.ca/fr/deputes/cote-pierre-emile-2677/index.html,Q3383601
cote-thomas-2679,Thomas,Côté,,https://www.assnat.qc.ca/fr/deputes/cote-thomas-2679/index.html,Q28030753
cottingham-william-mcouat-2681,William McOuat,Cottingham,,https://www.assnat.qc.ca/fr/deputes/cottingham-william-mcouat-2681/index.html,Q3568823
cotton-cedric-lemoine-2683,Cedric Lemoine,Cotton,,https://www.assnat.qc.ca/fr/deputes/cotton-cedric-lemoine-2683/index.html,Q59783462
couillard-antoine-gaspard-127,Antoine-Gaspard,Couillard,,https://www.assnat.qc.ca/fr/patrimoine/anciens-parlementaires/couillard-antoine-gaspard-127.html,Q4775410
couillard-despres-joseph-francois-2687,Joseph-François,Couillard-Després,,https://www.assnat.qc.ca/fr/deputes/couillard-despres-joseph-francois-2687/index.html,Q6280613
couillard-dupuis-jean-baptiste-2685,Jean-Baptiste,Couillard Dupuis,,https://www.assnat.qc.ca/fr/deputes/couillard-dupuis-jean-baptiste-2685/index.html,Q6168890
couillard-philippe-5811,Philippe,Couillard,,https://www.assnat.qc.ca/fr/deputes/couillard-philippe-5811/index.html,Q3379654
coupal-sixte-2689,Sixte,Coupal,,https://www.assnat.qc.ca/fr/deputes/coupal-sixte-2689/index.html,Q3485755
couper-george-129,George,Couper,,https://www.assnat.qc.ca/fr/patrimoine/anciens-parlementaires/couper-george-129.html,Q75661226
courchesne-michelle-859,Michelle,Courchesne,,https://www.assnat.qc.ca/fr/deputes/courchesne-michelle-859/index.html,Q3311417
courcy-alcide-2691,Alcide,Courcy,,https://www.assnat.qc.ca/fr/deputes/courcy-alcide-2691/index.html,Q2832157
cournoyer-gerard-2693,Gérard,Cournoyer,,https://www.assnat.qc.ca/fr/deputes/cournoyer-gerard-2693/index.html,Q930247
cournoyer-jean-2695,Jean,Cournoyer,,https://www.assnat.qc.ca/fr/deputes/cournoyer-jean-2695/index.html,Q3171458
courteau-charles-2697,Charles,Courteau,,https://www.assnat.qc.ca/fr/deputes/courteau-charles-2697/index.html,Q5076503
cousineau-claude-925,Claude,Cousineau,,https://www.assnat.qc.ca/fr/deputes/cousineau-claude-925/index.html,Q2977224
cousineau-philemon-2699,Philémon,Cousineau,,https://www.assnat.qc.ca/fr/deputes/cousineau-philemon-2699/index.html,Q3381290
coutlee-dominique-amable-2701,Dominique-Amable,Coutlée,,https://www.assnat.qc.ca/fr/deputes/coutlee-dominique-amable-2701/index.html,Q5291093
couture-george-131,George,Couture,,https://www.assnat.qc.ca/fr/patrimoine/anciens-parlementaires/couture-george-131.html,Q5538161
couture-jacques-2703,Jacques,Couture,,https://www.assnat.qc.ca/fr/deputes/couture-jacques-2703/index.html,Q3158597
couturier-(gaspe-nord)-alphonse-2705,Alphonse,Couturier,Gaspé-Nord,https://www.assnat.qc.ca/fr/deputes/couturier-(gaspe-nord)-alphonse-2705/index.html,Q2839748
couturier-(riviere-du-loup)-alphonse-2707,Alphonse,Couturier,Rivière-du-Loup,https://www.assnat.qc.ca/fr/deputes/couturier-(riviere-du-loup)-alphonse-2707/index.html,Q4735351
craig-andre-boniface-2709,André-Boniface,Craig,,https://www.assnat.qc.ca/fr/deputes/craig-andre-boniface-2709/index.html,Q4759799
craigie-john-2711,John,Craigie,,https://www.assnat.qc.ca/fr/deputes/craigie-john-2711/index.html,Q6227481
craig-james-henry-133,James Henry,Craig,,https://www.assnat.qc.ca/fr/patrimoine/anciens-parlementaires/craig-james-henry-133.html,Q1372092
cramahe-hector-theophilus-943,Hector Theophilus,Cramahé,,https://www.assnat.qc.ca/fr/patrimoine/anciens-parlementaires/cramahe-hector-theophilus-943.html,Q3129283
crepeau-armand-charles-2713,Armand-Charles,Crépeau,,https://www.assnat.qc.ca/fr/deputes/crepeau-armand-charles-2713/index.html,Q2861720
crepeau-jean-baptiste-2715,Jean-Baptiste,Crépeau,,https://www.assnat.qc.ca/fr/deputes/crepeau-jean-baptiste-2715/index.html,Q59783463
crete-joseph-alphida-2717,Joseph-Alphida,Crête,,https://www.assnat.qc.ca/fr/deputes/crete-joseph-alphida-2717/index.html,Q3184165
croisetiere-alfred-2719,Alfred,Croisetière,,https://www.assnat.qc.ca/fr/deputes/croisetiere-alfred-2719/index.html,Q4722497
croteau-jean-jacques-2721,Jean-Jacques,Croteau,,https://www.assnat.qc.ca/fr/deputes/croteau-jean-jacques-2721/index.html,Q59783465
cuerrier-louise-2723,Louise,Cuerrier,,https://www.assnat.qc.ca/fr/deputes/cuerrier-louise-2723/index.html,Q50158634
curzi-pierre-1135,Pierre,Curzi,,https://www.assnat.qc.ca/fr/deputes/curzi-pierre-1135/index.html,Q2093366
cusano-william-2725,William,Cusano,,https://www.assnat.qc.ca/fr/deputes/cusano-william-2725/index.html,Q3568532
custeau-maurice-trefle-2727,Maurice-Tréflé,Custeau,,https://www.assnat.qc.ca/fr/deputes/custeau-maurice-trefle-2727/index.html,Q3300292
cuthbert-(fils)-james-2729,James,Cuthbert,fils,https://www.assnat.qc.ca/fr/deputes/cuthbert-(fils)-james-2729/index.html,Q6132083
cuthbert-(pere)-james-945,James,Cuthbert,père,https://www.assnat.qc.ca/fr/patrimoine/anciens-parlementaires/cuthbert-(pere)-james-945.html,Q118220308
cuthbert-ross-2731,Ross,Cuthbert,,https://www.assnat.qc.ca/fr/deputes/cuthbert-ross-2731/index.html,Q3442749
cuthbert-william-2733,William,Cuthbert,,https://www.assnat.qc.ca/fr/deputes/cuthbert-william-2733/index.html,Q8007418
cuvillier-austin-2735,Austin,Cuvillier,,https://www.assnat.qc.ca/fr/deputes/cuvillier-austin-2735/index.html,Q4823047
daigle-joseph-2737,Joseph,Daigle,,https://www.assnat.qc.ca/fr/deputes/daigle-joseph-2737/index.html,Q3184805
daigneault-frederic-hector-2739,Frédéric-Hector,Daigneault,,https://www.assnat.qc.ca/fr/deputes/daigneault-frederic-hector-2739/index.html,Q5506664
dallaire-gerard-2741,Gérard,Dallaire,,https://www.assnat.qc.ca/fr/deputes/dallaire-gerard-2741/index.html,Q59783466
dallaire-guy-2743,Guy,Dallaire,,https://www.assnat.qc.ca/fr/deputes/dallaire-guy-2743/index.html,Q59783467
daly-dominick-2745,Dominick,Daly,,https://www.assnat.qc.ca/fr/deputes/daly-dominick-2745/index.html,Q1237685
dambourges-francois-2747,François,Dambourgès,,https://www.assnat.qc.ca/fr/deputes/dambourges-francois-2747/index.html,Q3084355
d-amour-jean-1623,Jean,D'Amour,,https://www.assnat.qc.ca/fr/deputes/d-amour-jean-1623/index.html,Q3171519
d-amours-sylvie-15399,Sylvie,D'Amours,,https://www.assnat.qc.ca/fr/deputes/d-amours-sylvie-15399/index.html,Q16243866
damphousse-jean-5859,Jean,Damphousse,,https://www.assnat.qc.ca/fr/deputes/damphousse-jean-5859/index.html,Q3171535
daneault-helene-12201,Hélène,Daneault,,https://www.assnat.qc.ca/fr/deputes/daneault-helene-12201/index.html,Q3144743
daniel-jean-gaetan-2749,Jean-Gaétan,Daniel,,https://www.assnat.qc.ca/fr/deputes/daniel-jean-gaetan-2749/index.html,Q27966411
daniel-joseph-ferdinand-2751,Joseph-Ferdinand,Daniel,,https://www.assnat.qc.ca/fr/deputes/daniel-joseph-ferdinand-2751/index.html,Q15996907
d-anjou-adelard-2753,Adélard,D'Anjou,,https://www.assnat.qc.ca/fr/deputes/d-anjou-adelard-2753/index.html,Q59783468
d-anjou-pierre-emile-2755,Pierre-Émile,D'Anjou,,https://www.assnat.qc.ca/fr/deputes/d-anjou-pierre-emile-2755/index.html,Q17636659
dansereau-georges-2757,Georges,Dansereau,,https://www.assnat.qc.ca/fr/deputes/dansereau-georges-2757/index.html,Q3102549
dansereau-georges-etienne-2759,Georges-Étienne,Dansereau,,https://www.assnat.qc.ca/fr/deputes/dansereau-georges-etienne-2759/index.html,Q3102150
dansereau-suzanne-17907,Suzanne,Dansereau,,https://www.assnat.qc.ca/fr/deputes/dansereau-suzanne-17907/index.html,Q58033380
daoust-charles-2761,Charles,Daoust,,https://www.assnat.qc.ca/fr/deputes/daoust-charles-2761/index.html,Q5076714
daoust-jacques-15441,Jacques,Daoust,,https://www.assnat.qc.ca/fr/deputes/daoust-jacques-15441/index.html,Q3158630
daoust-jean-baptiste-2763,Jean-Baptiste,Daoust,,https://www.assnat.qc.ca/fr/deputes/daoust-jean-baptiste-2763/index.html,Q3164000
darche-noel-2765,Noël,Darche,,https://www.assnat.qc.ca/fr/deputes/darche-noel-2765/index.html,Q7067478
dauphin-claude-2767,Claude,Dauphin,,https://www.assnat.qc.ca/fr/deputes/dauphin-claude-2767/index.html,Q2977248
d-auteuil-pierre-2769,Pierre,D'Auteuil,,https://www.assnat.qc.ca/fr/deputes/d-auteuil-pierre-2769/index.html,Q7192161
david-athanase-2771,Athanase,David,,https://www.assnat.qc.ca/fr/deputes/david-athanase-2771/index.html,Q2868982
david-ferdinand-conon-2773,Ferdinand-Conon,David,,https://www.assnat.qc.ca/fr/deputes/david-ferdinand-conon-2773/index.html,Q5443823
david-francoise-12205,Françoise,David,,https://www.assnat.qc.ca/fr/deputes/david-francoise-12205/index.html,Q3086459
david-helene-15379,Hélène,David,,https://www.assnat.qc.ca/fr/deputes/david-helene-15379/index.html,Q16243873
david-laurent-olivier-2775,Laurent-Olivier,David,,https://www.assnat.qc.ca/fr/deputes/david-laurent-olivier-2775/index.html,Q3218980
davidson-john-2777,John,Davidson,,https://www.assnat.qc.ca/fr/deputes/davidson-john-2777/index.html,Q6228710
davignon-pierre-2779,Pierre,Davignon,,https://www.assnat.qc.ca/fr/deputes/davignon-pierre-2779/index.html,Q7192165
davison-george-947,George,Davison,,https://www.assnat.qc.ca/fr/patrimoine/anciens-parlementaires/davison-george-947.html,Q5538429
davis-theodore-2781,Theodore,Davis,,https://www.assnat.qc.ca/fr/deputes/davis-theodore-2781/index.html,Q7781754
dawson-william-mcdonell-2783,William McDonell,Dawson,,https://www.assnat.qc.ca/fr/deputes/dawson-william-mcdonell-2783/index.html,Q8015380
day-charles-dewey-2785,Charles Dewey,Day,,https://www.assnat.qc.ca/fr/deputes/day-charles-dewey-2785/index.html,Q2958909
dean-robert-2795,Robert,Dean,,https://www.assnat.qc.ca/fr/deputes/dean-robert-2795/index.html,Q19628733
debartzch-pierre-dominique-2797,Pierre-Dominique,Debartzch,,https://www.assnat.qc.ca/fr/deputes/debartzch-pierre-dominique-2797/index.html,Q7191976
de-bellefeuille-pierre-2787,Pierre,De Bellefeuille,,https://www.assnat.qc.ca/fr/deputes/de-bellefeuille-pierre-2787/index.html,Q3387455
de-belleval-denis-2789,Denis,De Belleval,,https://www.assnat.qc.ca/fr/deputes/de-belleval-denis-2789/index.html,Q3022983
deblois-joseph-francois-2799,Joseph-François,Deblois,,https://www.assnat.qc.ca/fr/deputes/deblois-joseph-francois-2799/index.html,Q6280615
de-bonne-pierre-amable-2791,Pierre-Amable,De Bonne,,https://www.assnat.qc.ca/fr/deputes/de-bonne-pierre-amable-2791/index.html,Q7191960
decarie-daniel-jeremie-2801,Daniel-Jérémie,Décarie,,https://www.assnat.qc.ca/fr/deputes/decarie-daniel-jeremie-2801/index.html,Q3013612
decarie-jeremie-louis-2803,Jérémie-Louis,Décarie,,https://www.assnat.qc.ca/fr/deputes/decarie-jeremie-louis-2803/index.html,Q654966
de-courcy-diane-12221,Diane,De Courcy,,https://www.assnat.qc.ca/fr/deputes/de-courcy-diane-12221/index.html,Q3026202
delage-cyrille-fraser-2805,Cyrille Fraser,Delâge,,https://www.assnat.qc.ca/fr/deputes/delage-cyrille-fraser-2805/index.html,Q5200947
delagrave-charles-2807,Charles,Delagrave,,https://www.assnat.qc.ca/fr/deputes/delagrave-charles-2807/index.html,Q5076812
delaney-patrick-peter-2809,Patrick Peter,Delaney,,https://www.assnat.qc.ca/fr/deputes/delaney-patrick-peter-2809/index.html,Q30728451
deligny-jacques-2811,Jacques,Deligny,,https://www.assnat.qc.ca/fr/deputes/deligny-jacques-2811/index.html,Q6120546
delisle-alexandre-maurice-2813,Alexandre-Maurice,Delisle,,https://www.assnat.qc.ca/fr/deputes/delisle-alexandre-maurice-2813/index.html,Q4720798
delisle-georges-isidore-2815,Georges-Isidore,Delisle,,https://www.assnat.qc.ca/fr/deputes/delisle-georges-isidore-2815/index.html,Q3102924
delisle-gustave-2817,Gustave,Delisle,,https://www.assnat.qc.ca/fr/deputes/delisle-gustave-2817/index.html,Q30728527
delisle-joseph-hormisdas-2819,Joseph-Hormisdas,Delisle,,https://www.assnat.qc.ca/fr/deputes/delisle-joseph-hormisdas-2819/index.html,Q59783469
delisle-margaret-f-2821,Margaret F.,Delisle,,https://www.assnat.qc.ca/fr/deputes/delisle-margaret-f-2821/index.html,Q3290485
deltell-gerard-17,Gérard,Deltell,,https://www.assnat.qc.ca/fr/deputes/deltell-gerard-17/index.html,Q3123899
de-martin-albert-5863,Albert,De Martin,,https://www.assnat.qc.ca/fr/deputes/de-martin-albert-5863/index.html,Q2831087
demers-alexis-2823,Alexis,Demers,,https://www.assnat.qc.ca/fr/deputes/demers-alexis-2823/index.html,Q59773624
demers-alexis-louis-2825,Alexis-Louis,Demers,,https://www.assnat.qc.ca/fr/deputes/demers-alexis-louis-2825/index.html,Q4721393
demers-joseph-2827,Joseph,Demers,,https://www.assnat.qc.ca/fr/deputes/demers-joseph-2827/index.html,Q16025147
demers-philippe-2829,Philippe,Demers,,https://www.assnat.qc.ca/fr/deputes/demers-philippe-2829/index.html,Q3379721
denault-georges-erve-2831,Georges-Ervé,Denault,,https://www.assnat.qc.ca/fr/deputes/denault-georges-erve-2831/index.html,Q59783470
denechau-claude-2833,Claude,Dénéchau,,https://www.assnat.qc.ca/fr/deputes/denechau-claude-2833/index.html,Q2977351
denis-michel-2835,Michel,Denis,,https://www.assnat.qc.ca/fr/deputes/denis-michel-2835/index.html,Q59783471
denis-paul-2837,Paul,Denis,,https://www.assnat.qc.ca/fr/deputes/denis-paul-2837/index.html,Q7150230
deom-andre-2839,André,Déom,,https://www.assnat.qc.ca/fr/deputes/deom-andre-2839/index.html,Q16265167
derraji-monsef-17923,Monsef,Derraji,,https://www.assnat.qc.ca/fr/deputes/derraji-monsef-17923/index.html,Q56877031
dery-pascale-19277,Pascale,Déry,,https://www.assnat.qc.ca/fr/deputes/dery-pascale-19277/index.html,Q3367667
de-santis-rita-lc-12217,Rita Lc,de Santis,,https://www.assnat.qc.ca/fr/deputes/de-santis-rita-lc-12217/index.html,Q3433264
desaulniers-abraham-lesieur-2841,Abraham Lesieur,Desaulniers,,https://www.assnat.qc.ca/fr/deputes/desaulniers-abraham-lesieur-2841/index.html,Q4668981
desaulniers-alexis-lesieur-2843,Alexis Lesieur,Desaulniers,,https://www.assnat.qc.ca/fr/deputes/desaulniers-alexis-lesieur-2843/index.html,Q2834568
desaulniers-eugene-merrill-2845,Eugène Merrill,Desaulniers,,https://www.assnat.qc.ca/fr/deputes/desaulniers-eugene-merrill-2845/index.html,Q30727101
desaulniers-francois-l-2849,François-L.,Desaulniers,,https://www.assnat.qc.ca/fr/deputes/desaulniers-francois-l-2849/index.html,Q3085053
desaulniers-francois-lesieur-2847,François Lesieur,Desaulniers,,https://www.assnat.qc.ca/fr/deputes/desaulniers-francois-lesieur-2847/index.html,Q5493326
desaulniers-louis-leon-lesieur-2851,Louis-Léon Lesieur,Desaulniers,,https://www.assnat.qc.ca/fr/deputes/desaulniers-louis-leon-lesieur-2851/index.html,Q3262568
desbiens-hubert-2853,Hubert,Desbiens,,https://www.assnat.qc.ca/fr/deputes/desbiens-hubert-2853/index.html,Q3141984
desbleds-alexis-2855,Alexis,Desbleds,,https://www.assnat.qc.ca/fr/deputes/desbleds-alexis-2855/index.html,Q59783472
descarries-joseph-adelard-2857,Joseph-Adélard,Descarries,,https://www.assnat.qc.ca/fr/deputes/descarries-joseph-adelard-2857/index.html,Q3184467
deschamps-robert-5865,Robert,Deschamps,,https://www.assnat.qc.ca/fr/deputes/deschamps-robert-5865/index.html,Q3434943
deschenes-georges-honore-2859,Georges-Honoré,Deschênes,,https://www.assnat.qc.ca/fr/deputes/deschenes-georges-honore-2859/index.html,Q5546737
descoteaux-pierre-5813,Pierre,Descoteaux,,https://www.assnat.qc.ca/fr/deputes/descoteaux-pierre-5813/index.html,Q501899
de-serres-gaspard-135,Gaspard,De Serres,,https://www.assnat.qc.ca/fr/patrimoine/anciens-parlementaires/de-serres-gaspard-135.html,
desfosses-jean-2861,Jean,Desfossés,,https://www.assnat.qc.ca/fr/deputes/desfosses-jean-2861/index.html,Q6170534
desilets-remy-2863,Rémy,Désilets,,https://www.assnat.qc.ca/fr/deputes/desilets-remy-2863/index.html,Q3456134
desjardins-charles-alfred-2865,Charles-Alfred,Desjardins,,https://www.assnat.qc.ca/fr/deputes/desjardins-charles-alfred-2865/index.html,Q5074715
desjardins-gaston-2867,Gaston,Desjardins,,https://www.assnat.qc.ca/fr/deputes/desjardins-gaston-2867/index.html,Q59783473
desjardins-gerard-2869,Gérard,Desjardins,,https://www.assnat.qc.ca/fr/deputes/desjardins-gerard-2869/index.html,Q50074762
desjardins-louis-georges-2871,Louis-Georges,Desjardins,,https://www.assnat.qc.ca/fr/deputes/desjardins-louis-georges-2871/index.html,Q3260553
desjarlais-camille-emile-2873,Camille-Émile,Desjarlais,,https://www.assnat.qc.ca/fr/deputes/desjarlais-camille-emile-2873/index.html,Q59783474
deslieres-serge-2875,Serge,Deslières,,https://www.assnat.qc.ca/fr/deputes/deslieres-serge-2875/index.html,Q3479279
